ID_Customer,CompanyName,CustomerType,CustomerSource,Terms,Cust_Cont_ContNum_x_PrimaryPhone::Number,Cust_Cont_ContNum_x_PrimaryFax::Number
,,,,,(253)272-4400,(253)272-9676
513,Black Lowe & Graham (duplicate dont use),DEAD,DEAD,Pay On Pickup,206-903-1800,
514,Snopac,Corporate,Prior Customer,Need credit card,(206)764-9230,206-764-5540
,,,,,(206)764-9230,206-764-5540
,,,,,206-764-9230,
515,Piledrivers Local 2375,DEAD,DEAD,Pay On Pickup,(310)830-5300,(310)830-2375
,,,,,,
516,ABM Janitorial Services - Seattle,DEAD,DEAD,Pay On Pickup,206-325-8800 ex 219,206-329-7693
519,Becker Trucking,Construction ,Null,Net 10,916-206-3729,
,,,,,,
520,Korum Ford,Corporate,Friend of Jim's,Net 10,253-286-5194,253-445-7437
,,,,,253-279-3000c,253-296-5200d
,,,,,253-286-5038 ,
,,,,,253-355-5882,
,,,,,,
525,Thurman Industries,DEAD,DEAD,Pay On Pickup,425-259-2538,
,,,,,(425)487-9300,
526,dead,DEAD,DEAD,Pay On Pickup,(907)697-2215,(907)697-2236
528,Tacoma Land Company,Corporate,Null,Pay On Pickup,(253)383-4055,(253)383-4189
,,,,,(253)383-4055,(253)383-4189
,,,,,253-383-4055,253-383-4189
530,Spring Air Northwest,DEAD,DEAD,Pay On Pickup,,360-455-4544
,,,,,253-219-5249,
,,,,,360-455-1276,
,,,,,360-455-5495,
531,Kalles Cross Country & Track,DEAD,DEAD,Pay On Pickup,,
534,Tacoma Yacht Club,Corporate,Null,Net 10,(253) 752-3555,253-752-4470
,,,,,253-661-1760,253-874-0509
,,,,,253-732-9389,
,,,,,jjones4342@comcast.net,
,,,,,253-405-9703,
,,,,,253.232.6551,
,,,,,253-752-3555,
,,,,,253-229-6559,
,,,,,253-661-1760,
,,,,,"(253) 278-9346
",
535,Cannon Companies,Construction ,Prior Customer,Net 10,253-922-2787,
,,,,,253-651-2308,
,,,,,253-922-2787,
,,,,,,
,,,,,253-922-2787,
,,,,,253-606-5242,
537,Olympic Landscape,Landscaper,Prior Customer,Net 10,253-922-7075 ext301,253-922-7167
,,,,,253-732-5112,
,,,,,253-922-7075 ,
539,High Cedars Golf Club Inc,Corporate,Null,Need credit card,253-845-1853,253-848-6849
,,,,,253-845-1853,
541,Green Diamond Products,DEAD,DEAD,Pay On Pickup,(541) 874-3111 - 13,(541)874-3113
,,,,,ex 13,
,,,,,541-874-3113,
,,,,,503-650-9882,503-656-0655
542,Pearl Northwest,DEAD,DEAD,Pay On Pickup,(800)426-9867,206-244-3436
,,,,,(800)426-9867,
,,,,,,
,,,,,(800)426-9867,206-244-3436
,,,,,1-800-426-9867,206-244-3436
,,,,,206-244-2600,
,,,,,1800-426-9867,
,,,,,,
544,Puyallup Police Department,Fire/Police,,Pay On Pickup,253-841-5436,
,,,,,253-841-5415,
,,,,,,
,,,,,3606433360,
,,,,,2067933155,
,,,,,2538415531,
,,,,,2537323376,
,,,,,2537209844,
,,,,,2532567208,
,,,,,12062806205,
,,,,,2532567247,
,,,,,2537703355,
,,,,,2532557226,
,,,,,2536916157,
,,,,,2532502521,
,,,,,2533778485,
,,,,,2538415415,
,,,,,253-435-3632,
,,,,,2532542255,
545,Brouillet Elementary,DEAD,DEAD,Pay On Pickup,253-841-8670,253-840-8871
547,Mountain View Edgewood Water Co.,Corporate,old customer,Net 10,253-863-7348,253-863-0752
,,,,,253-863-0752,253-863-0752
,,,,,253-863-7348,253-863-0752
,,,,,253-863-7348,
550,Inderbitzin Distributors,Corporate,Prior Customer,Net 10,253-922-2592,c 732-8807
,,,,,253-922-2592,922-8807
,,,,,253-922-2592,
,,,,,,
,,,,,253-922-2592 ext306,
,,,,,253-298-1194,
552,Levich Advertising Inc.,DEAD,DEAD,Pay On Pickup,,
,,,,,425-282-6300,
,,,,,,
553,Thaw Corporation,DEAD,DEAD,Pay On Pickup,206-505-2127,206-505-2132
,,,,,206-505-2100,206-763-4676
,,,,,206-505-2122,206-763-4676
555,Fuji Industries Inc.,DEAD,DEAD,Pay On Pickup,253-536-3144,
567,dead,DEAD,DEAD,Pay On Pickup,406-883-5301,
568,Nordic Construction Inc.,Construction ,Null,Need credit card,253-922-3100,206-824-4954
,,,,,253-922-3100,
569,DEAD,DEAD,DEAD,Pay On Pickup,,
570,Western Pneumatic Tube,DEAD,DEAD,Pay On Pickup,425-822-8271,425-828-6669
575,Tacoma South Center Cruise In,DEAD,DEAD,Pay On Pickup,(253) 798-2738,
,,,,,(253)566-4611,
,,,,,253-884-5338,
576,"Husky Terminal & Stevedoring, inc.",DEAD,DEAD,Pay On Pickup,253-680-2830,253-383-4978
,,,,,253-627-6963,
,,,,,253-591-6329,
,,,,,253-591-6321,
578,Sumner High School,School,Prior Customer,Net 10,253-891-5500,
,,,,,253-363-5754,
,,,,,2539876882,
,,,,,2538913390,
,,,,,2539215848,
,,,,,2533359712,
,,,,,2533184228,
,,,,,2539889703,
,,,,,2538860718,
,,,,,2068415937,
,,,,,2533071257,
,,,,,2537321497,
,,,,,2064234644,
,,,,,206-423-7548,
,,,,,,
583,H&H Diesel Repair,Corporate,Prior Customer,Pay On Pickup,253-922-8786,
,,,,,253-922-8786,
584,J & G Marine Supply,Corporate,Null,Pay On Pickup,253-572-4217,253-627-1344
,,,,,253-572-4217,253-627-1344
587,Adesa Seattle,DEAD,DEAD,Pay On Pickup,253-735-1600,253-939-7875
,,,,,253-735-1600,(253) 351-0320
,,,,,253-735-1600 ext.213,253-351-0325
590,Madigan Engineers,DEAD,DEAD,Pay On Pickup,(253)968-0169,253-968-0310
,,,,,253-968-0313,253-968-0605
,,,,,253-968-3887,
592,BergerABAM,Corporate,Past Customer,Need credit card,206-431-2300,206-431-2250
,,,,,206-431-2365,206-431-2250
,,,,,206-431-2300,206-214-1020
,,,,,206-431-2375,
,,,,,253-740-7009,
,,,,,253-740-7009,
593,Tacoma  Amatuer Hockey Association,DEAD,DEAD,Pay On Pickup,253-841-7119,
,,,,,253-891-0311,
,,,,,253-380-5944,
597,Johnny's Fine Foods,DEAD,DEAD,Pay On Pickup,(253)922-6686,253-572-8742
,,,,,(253)383-4597,
598,Carpenters Local 317,DEAD,DEAD,Pay On Pickup,(360)532-6840,
,,,,,(360)533-7187,
599,Sumner Firefighters Local 2877,DEAD,DEAD,Pay On Pickup,253-370-4445,
,,,,,253-863-5451,
,,,,,253-350-0103,253-863-1848
601,Katmailand,,,Pay On Pickup,800-544-0551,(907)243-0649
,,,,,(907) 243-5448,(907) 243-0649
602,Smits Roberts,DEAD,DEAD,Pay On Pickup,(206)728-6019,(206)282-8614
,,,,,(206)728-6019,(206)282-8614
604,Cascade Machinery & Electric,DEAD,DEAD,Pay On Pickup,(206) 762-0500,(206) 762-9323
,,,,,(206) 762-0500,(206) 762-9323
606,Cougar Mountain Zoological,DEAD,DEAD,Pay On Pickup,(425)391-5508,(425)392-1076
,,,,,425-392-6278,
607,Price Gregory (Dallas office),Corporate,Prior Customer,Need credit card,972-858-8800,972-858-7871
,,,,,972-392-5339,
,,,,,713-780-7500,
608,Classic Golf Club,DEAD,DEAD,Pay On Pickup,(253)847-4440,253-846-9868
611,,DEAD,DEAD,Pay On Pickup,253-537-8534,253-536-7121
613,Pacific Machinery,DEAD,DEAD,Pay On Pickup,(503)228-1637,503-226-6567
614,"Gamakatsu Usa, Inc",Corporate,Prior Customer,Net 10,(253)922-8373 X ,922-8447
,,,,,(253)922-8373 ext106,253-922-8447
,,,,,(253)922-8373,
,,,,,208-629-7916,
615,Nichols Trucking Co,Corporate,Prior Customer,Pay On Pickup,253-272-8495,253-572-3176
,,,,,253-272-8495,253-572-3175
,,,,,253-272-8495,
617,Pierce County DEM,Corporate,Null,Net 15,253-798-7147,253-472-5565
,,,,,253-798-7021,253-798-6628
,,,,,253-798-6595,
,,,,,253-798-3613,
,,,,,253-798-6598,798-3307
,,,,,253-798-6275,253-798-3307
,,,,,253-798-4465,
,,,,,253-677-0895,
,,,,,253-798-2168,
,,,,,253-798-2204,
,,,,,253-798-2101,253-472-5565
,,,,,253-798-2209,
,,,,,253-798-3311,
,,,,,253-798-2121,
,,,,,253-798-2216,
,,,,,253-798-2819,
,,,,,253-798-6275,
,,,,,,
,,,,,253-798-2218,
,,,,,253-798-3686,
,,,,,253-798-7248,
,,,,,253-798-7021,
,,,,,253-798-2213,
,,,,,253-798-3686,
621,Holst Trucking Inc.,Corporate,Prior Customer,Pay On Pickup,206-730-2341,360-893-8396
,,,,,206-786-9185,
625,Ramco Consulting Services,DEAD,DEAD,Pay On Pickup,(253)922-0299,253-922-6041
,,,,,(253)922-0299,253-922-6041
628,Melaque Mexican Restaurant,DEAD,DEAD,Pay On Pickup,(253)952-3611,
,,,,,(206)952-3611,
,,,,,253-952-3611,
630,Sportco,Contract,Prior Customer,Net 10,922-2222,EX 202
,,,,,922-2581,EX 209
,,,,,922- 2222,EX201
,,,,,253-922-2222 ex 201,
,,,,,253-922-2222,
,,,,,922-2222,234
,,,,,(253) 922-2581,253-922-0987
,,,,,,
,,,,,253-922-2582,
,,,,,253-922-2222,
631,dead,DEAD,DEAD,Pay On Pickup,(907)279-1231,907-349-2852
633,Job's Daughter's,DEAD,DEAD,Pay On Pickup,509-529-6627,
,,,,,924-5975,
635,Inter-Tel Technologies,DEAD,DEAD,Pay On Pickup,206-812-7186,206-812-7187
,,,,,206-812-7046,206-812-7059
,,,,,206-812-7186,206-812-7187
636,Association Of Wash Business,Corporate,Prior Customer,Net 10,800-521-9325,360-943-5811
,,,,,800-521-9325,
,,,,,800-521-9325,360-943-5811
,,,,,800-521-9325,360-943-5811
,,,,,800-521-9325,
637,Bud's In Milton,DEAD,DEAD,Pay On Pickup,206-226-7733,253-952-7665
,,,,,253-241-6863,
638,Tequila Club,DEAD,DEAD,Pay On Pickup,(253)547-8325,
639,The Brick Tavern,DEAD,DEAD,Pay On Pickup,(509)649-2643,(509) 649-3302
,,,,,509-899-2355 Cell,
,,,,,(509)649-2643,(509) 649-3302
,,,,,(509)649-2643,(509)649-3533
641,Robert Groonis Inc.,DEAD,DEAD,Pay On Pickup,(425)232-2692,425-232-1352
642,Sumner RV,DEAD,DEAD,Pay On Pickup,,
,,,,,253-863-5644,
644,Stowe Construction,DEAD,DEAD,Pay On Pickup,(253)862-1199,
,,,,,(253)845-1853,
646,Commencement Bay Rowing Club,DEAD,DEAD,Pay On Pickup,H 531-3702,w 360-493-6275
,,,,,w- 360-493-6275,
648,Franco Fish Products,Corporate,,Pay On Pickup,253-229-4444,253-627-1570
651,Alaska Chinook Lodge,Corporate,Null,Net 10,(907)283-4333,(907)283-4575
,,,,,(907)283-4333,(907)283-4575
656,DEAD,DEAD,DEAD,Pay On Pickup,,
659,Puyallup Booster Club,DEAD,DEAD,Pay On Pickup,253-770-0631h,
,,,,,253-840-9092,
663,PACE,DEAD,DEAD,Pay On Pickup,,
669,Pease & Sons,Construction ,Null,Net 10,(253)531-7700,253-537-8113
,,,,,(253)531-7700,
,,,,,253-531-7700,
670,Parkland Chevrolet,DEAD,DEAD,Pay On Pickup,253-539-0123,253-536-5699
,,,,,,
671,McCallum License Agency,DEAD,DEAD,Pay On Pickup,(253)845-8811,
673,NOAA-NMFS,Corporate,Prior Customer,Net 10,206-526-4521,206-526-6723
,,,,,206-526-6510,206-526-6723
,,,,,907-789-6052,
,,,,,907-789-6006,
,,,,,907-789-6416,
,,,,,,
,,,,,206-526-4131,
,,,,,907-789-6007,
,,,,,907-799-5641,
,,,,,,
,,,,,,
676,Pierce County Parks & Recreation,Corporate,Null,Net 10,(253)798-4009,
,,,,,253-798-4044,253-531-1702
,,,,,253-370-0648,
,,,,,253-798-4012,
679,Acoustics Northwest,Construction ,Prior Customer,Pay On Pickup,253-232-3022,
686,Alaska Hotel Properties (Princess Tours),DEAD,DEAD,Pay On Pickup,(206)336-5845,206-728-3958
,,,,,206-336-5842,206-728-3958
,,,,,206-623-7579,206-623-0459
687,Great American R.V.,DEAD,DEAD,Pay On Pickup,(253)926-2322,
,,,,,253-926-2626,253-896-0028
,,,,,405-4618,253-926-3079
,,,,,253-926-2626,253-926-3080
,,,,,253-926-2626,
,,,,,253-926-0909,253-926-3004
688,Tacoma Steel Supply,Construction ,Old customer,Net 10,253-272-2266,253-383-4205
,,,,,253-272-2266,253-383-4205
,,,,,253-272-2266,253-383-4205
,,,,,253-272-2266,253-383-4205
,,,,,253-272-2266,
689,dead,DEAD,DEAD,Pay On Pickup,(253)631-7305,
,,,,,907-892-7305,
690,Randles Sand And Gravel,Dead,Prior Customer,Need credit card,(253)531-6800,253-847-4397
,,,,,253-219-1800,253-847-4397
691,Mel Allen Construction,DEAD,DEAD,Pay On Pickup,360-893-5220,360-893-8564
696,Westwood Shipping Lines,DEAD,DEAD,Pay On Pickup,(253)924-5761,253-924-2467
,,,,,562-590-8388,562-590-8311
698,Hilltop Elementary,DEAD,DEAD,Pay On Pickup,(253)841-8735,
701,Glenda's Painting Services,DEAD,DEAD,Pay On Pickup,360-893-6793,
,,,,,360-893-6793,
702,Weyerhaeuser Cascade Operations,DEAD,DEAD,Pay On Pickup,360-825-8149,360-825-8120
703,Aprons Galore Plus,DEAD,DEAD,Pay On Pickup,(800)638-9911,425-776-1574
704,Wendel's License,DEAD,DEAD,Pay On Pickup,(206)362-8097,
705,King County Fire Dist  #44,DEAD,DEAD,Pay On Pickup,(253)735-0284,
,,,,,(253)735-0284,
,,,,,,
,,,,,253-735-0284,253-735-0287
,,,,,253-735-0284,
,,,,,253-735-0284,
,,,,,253-735-0284,253-735-0287
708,Smith & Margol,DEAD,DEAD,Pay On Pickup,(253)858-8844,360-707-2266
,,,,,(253)-858-8844,360-707-2266
,,,,,360-707-2244,360-707-2266
,,,,,360-707-2244,360-707-2266
709,DEAD,DEAD,DEAD,Pay On Pickup,,
711,Lewis Roggenbuck Construction,Construction,Prior Customer,Net 10,206-423-9411,
,,,,,206-463-2283,
715,The Salvation Army,Corporate,Null,Need credit card,(907)276-2515,(907)276-1424
716,Don's Pharmacy,DEAD,DEAD,Pay On Pickup,(360)385-2622,
717,Clan Gordon Pipe Band,Corporate,Null,Need credit card,(253)752-7049,
,,,,,(253)752-7049,
718,Concrete Technology Corp.,Construction ,Null,Net 10,253-404-2255,253-573-1143
,,,,,253-383-3545,
,,,,,253-383-3545,
,,,,,253-383-3545,
,,,,,253-383-3545,
,,,,,,
,,,,,253-404-2250,
,,,,,253-383-3545,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
726,Buffelen Wood Working Co,DEAD,DEAD,Pay On Pickup,(253)627-1191 x270,253-383-2060
,,,,,253-627-1191,253-383-2060
,,,,,253-627-1191,
,,,,,,
729,Evergreen Pre-Cast,Construction,Prior Customer,Pay On Pickup,(253)863-6510,253-863-2901
,,,,,253-863-6510,
,,,,,253-863-6510,
730,Modutech Marine,Corporate,Null,Card#1981,(253)272-9319,
,,,,,253-272-9319,253-405-2190 CELL
,,,,,(253)272-9319,cell 405-2189
,,,,,,
731,W.A. Botting,DEAD,DEAD,Pay On Pickup,(425)483-7500,(425)483-7610
,,,,,,
732,Stevedoring Services Of America,DEAD,DEAD,Pay On Pickup,(253)383-1763,
733,Heritage Enterprises,DEAD,DEAD,Pay On Pickup,(253)922-2211,
,,,,,(253)922-2211,(253)539-8709
,,,,,(253)922-2211,253-539-8709
736,ABC Transmission,Corporate,Null,Need credit card,253-472-9673,253-473-2921
,,,,,,
738,Pacific Painters,DEAD,DEAD,Pay On Pickup,253-584-1918,
739,Academic Booster Club,DEAD,DEAD,Pay On Pickup,253-770-0631,
,,,,,841-8751,
741,Ticor Title Company,DEAD,DEAD,Pay On Pickup,(253)383-1476,(253)383-0051
,,,,,253-219-7524,253-460-3189
,,,,,253-905-0083,
743,Mason Middle School,DEAD,DEAD,Pay On Pickup,253-571-7035,253-571-2294
747,Hall Forest Products,construction,Null,Net 10,(253)655-8050,536-9717
,,,,,253-539-4056,
,,,,,253-720-9627,253-655-8048
748,Keg Cellar Tavern,DEAD,DEAD,Pay On Pickup,(509)674-2277,
749,"Testing Institue Of Alaska, Inc.",DEAD,DEAD,Pay On Pickup,(907) 276-3440,(907) 279-7093
,,,,,(907) 441-1328,(907) 279-7093
750,American Riggers,Construction ,Null,Net 10,626-523-8341,
,,,,,626-260-3110,
753,International Belt & Rubber,Construction ,Prior Customer,Net 10,253-833-6034,C 206-793-5639
,,,,,253-833-6034,253-833-5700
,,,,,253-833-6034,253-833-5700
,,,,,,
,,,,,,
,,,,,859-833-6034,C206-423-5418
,,,,,Cell: 206-786-8472,
,,,,,253-833-6034,253-833-2324
,,,,,,
,,,,,206-793-5643,
,,,,,620-708-8138,
,,,,,509-902-4243,
755,Medical Explorers @ Good Sam,DEAD,DEAD,Pay On Pickup,848-7510,(253)845-5452
761,Petersen Bros Inc.,Construction ,Prior Customer,Net 10,253-863-8136,253-863-5951
,,,,,253-863-8136,253-863-5951
,,,,,253-863-8136,253-863-5951
,,,,,253-863-8136,
,,,,,253-863-8136,253-863-5951
762,Michele's Trucking & Excavation,DEAD,DEAD,Pay On Pickup, ,
769,DEAD,DEAD,DEAD,Pay On Pickup,425-454-8978,
,,,,,425-444-8000,
772,Salty's,DEAD,DEAD,Pay On Pickup,(206)923-5422,206-932-7232
778,Trans Union Truck Driving School,DEAD,DEAD,Pay On Pickup,(253)922-0870,253-926-3641
784,Salish Lodge Falls Gift Shop,DEAD,DEAD,Pay On Pickup,(206)831-6527,425-888-6375
,,,,,,
,,,,,425-831-6525,425-888-6375
785,Jack Lake,DEAD,DEAD,Pay On Pickup,(253)922-5262,
787,Wire Rope Industries Inc.,DEAD,DEAD,Pay On Pickup,(253)445-2818,(253)455-2819
,,,,,520-751-6466,
798,Northwest Souvenirs ,Contract,Null,Net 10,206-799-0027,253-277-1371
,,,,,c253-307-2663,253-277-1371
,,,,,253-246-7787,
799,Shrine Jesters,DEAD,DEAD,Pay On Pickup,206-669-1569,
,,,,,206-669-1569,
800,W.S.D.D.C.A.,DEAD,DEAD,Pay On Pickup,360-596-7029,360-596-7001
801,Snider Petroleum,Construction ,Null,Net 10,253-377-4063,253-863-6344
,,,,,,
,,,,,253-625-1870,
,,,,,,
,,,,,253-299-7200,253-263-5576
,,,,,253-906-1810,
,,,,,253-299-7200,
804,DEAD,DEAD,DEAD,Pay On Pickup,,
805,Duffle Bag,DEAD,DEAD,Pay On Pickup,"253-588-4433 

",
,,,,,360-424-8522,
810,Space Needle Corp.,DEAD,DEAD,Pay On Pickup,(206) 443-2143,206-905-2110
812,University Book Store,DEAD,DEAD,Pay On Pickup,206-634-3400,206-634-0810
,,,,,206-634-3400,
,,,,,206-634-3400,425-646-3340
,,,,,,206-634-0810
,,,,,206-633-6613,
,,,,,206-545-4351,
,,,,,206-545-4351 ex368,
821,Elk Run Golf Course,DEAD,DEAD,Pay On Pickup,(425)432-8800,
,,,,,(425)432-8800,
831,Cohen Dwyer Advertising,DEAD,DEAD,Pay On Pickup,(206)270-8667,(206)285-8565
833,Exclusively Washington,DEAD,DEAD,Pay On Pickup,(206)624-2600,(206)624-4895
,,,,,206-632-0767,
,,,,,206-423-4445,
837,Molen Magic,Medical ,Old customer,Pay On Pickup,253-735-7731,253-939-2552
842,Swain's  Team Sports,DEAD,DEAD,Pay On Pickup,360-452-2357,360-452-7561
846,L.E.I.R.A.,DEAD,DEAD,Pay On Pickup,(253)841-5417,(253)770-3362
,,,,,509-684-7534,
,,,,,509-522-3743 Ext 210,509-525-5057 
,,,,,,
848,Hawaii's Own Corp.,DEAD,DEAD,Pay On Pickup,(253)891-7867,(253)891-6961
850,dead,DEAD,DEAD,Pay On Pickup,907-463-3633,
,,,,,907-209-4360cell,
851,Harnish Buick Pontiac GMC old,DEAD,DEAD,Pay On Pickup,(253)845-8881,253-845-6084
,,,,,(253)845-8881,253-845-6084
,,,,,253-845-8881,
854,"Crane's Creation, Inc",Corporate,Other Ad,Pay On Pickup,(253)581-3929,
,,,,,253-584-1400,
855,Puyallup Fire Department,DEAD,DEAD,Pay On Pickup,,253-770-3333
,,,,,(360) 236-9982,
,,,,,pgr-404-7324,
,,,,,253-845-6666,253-770-3333
,,,,,841-5443,770-3333
,,,,,,253-770-3333
,,,,,253-841-4321,253-770-3333
858,Pierce Cty Equipment Svc Division,DEAD,DEAD,Pay On Pickup,253-798-6806,
860,JM Corp & Son Inc,Construction ,Prior Customer,Net 10,253-606-5662C,
,,,,,253-380-1923C,
,,,,,253-845-6745,
,,,,,253-845-6745,
,,,,,253-677-7341,
,,,,,,
861,McDonough & Sons,DEAD,DEAD,Pay On Pickup,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
,,,,,(425)432-1054,(425)432-3155
863,U.W.M.C. Giftshop,DEAD,DEAD,Pay On Pickup,(253)548-4900,
,,,,,206-598-6342,206-680-0566PG
,,,,,206-598-6343,
867,Boone Electric Const. Inc,DEAD,DEAD,Pay On Pickup,(253)848-6998,253-848-0542
868,Frontier Gallery,DEAD,DEAD,Pay On Pickup,(206) 728-5865,
869,Pioneer Market (La Conner Marketplace),DEAD,DEAD,Pay On Pickup,(360)466-0188,
,,,,,360-466-0188,
872,World Leisure,DEAD,DEAD,Pay On Pickup,360-832-3760,P-253-309-7110
875,Tacoma City Ballet,DEAD,DEAD,Pay On Pickup,253-272-4219 ballet co.,
879,Nowiki & Assoc.,DEAD,DEAD,Pay On Pickup,253-927-5233,
,,,,,253-927-5233,
885,T & L Stores,DEAD,DEAD,Pay On Pickup,(509)682-2343,
886,D & G Mechanical,Construction,Null,Pay On Pickup,253-863-3100,863-5990
,,,,,,
887,Washington Refuse & Recycle,DEAD,DEAD,Pay On Pickup,360-943-8859,
,,,,,360-943-8859,360-357-6958
888,Wendy's Used Cars,Corporate,Null,Net 10,253-229-7811,
893,Port Ludlow Golf Course,DEAD,DEAD,Pay On Pickup,1-800-455-0272,360-437-0637
897,Add Space,DEAD,DEAD,Pay On Pickup,253-770-3958,253-840-0837
,,,,,253-770-3958,
901,Bates Technical College,School,Old customer,Pay On Pickup,253-376-3411,
902,DEAD,DEAD,DEAD,Pay On Pickup,,
906,Navy Exchange,DEAD,DEAD,Pay On Pickup,360-304-4957,
,,,,,(360) 257-0536,
,,,,,425-304-4952,
,,,,,425-304-4903,
,,,,,(425) 304-4903,
,,,,,800-423-4171,
,,,,,425-304-4957,425-304-4999
910,Maersk Line,DEAD,DEAD,Pay On Pickup,253-680-4439,253-680-4404
,,,,,253-265-3896HOME,
911,Pak It Rite,DEAD,DEAD,Pay On Pickup,509-663-1072,
,,,,,509-663-1072,
,,,,,509-663-1072,
922,Prey's  Fruit Barn,DEAD,DEAD,Pay On Pickup,(509)548-5771,509-548-2091
,,,,,(509) 548-5771,509-548-2091
925,Rosen Supply Company ,plumber,,Pay On Pickup,253-627-3176,253-627-0534
,,,,,253-682-5948,
,,,,,253-627-3176, 
,,,,,253-627-3176,253-627-0534
,,,,,253-627-3176,
,,,,,253-682-5910,
,,,,,360-464-0455,
,,,,,253-627-2284,
928,Morning Sun Outletstore,DEAD,DEAD,Pay On Pickup,(253) 922-6589,
,,,,,253-948-8608,
933,Forks Prairie Mart,DEAD,DEAD,Pay On Pickup,360-374-6161,
936,Todd Shipyards,DEAD,DEAD,Pay On Pickup,(206)623-1635 ext. 283,206-442-8519
,,,,,"(206)623-1635
ext  232",206-442-8513
,,,,,206-623-1635 ext 117,"206-442-8505
"
,,,,,206-623-1635 ext 319,206-442-8533
,,,,,206-623-1635 ext 276,"206-442-8503
"
,,,,,206-623-1635,206-442-8533
,,,,,206-623-1635 ext283,
,,,,,206-623-1635,206-442-8535
,,,,,206 -623-1635   X576,
939,Minuteman Press,Contract,Prior Customer,credit hold,253-383-4377,253-383-4735
,,,,,206-464-0100,206-464-0417
,,,,,206-229-9278,
,,,,,206-464-0100,
,,,,,253-474-9900,253-383-4735
,,,,,253-474-9900,253-383-4735
,,,,,206-799-1062,
940,K & L (Sprague) Mini Mart,DEAD,DEAD,Pay On Pickup,509-257-2231,
,,,,,509-257-2231,
943,Good Samaritan Hospital,Medical ,,Pay On Pickup,,
951,H & K Underground,DEAD,DEAD,Pay On Pickup,(253)922-8444,253-922-8856
,,,,,253-606-6563,253-922-8856
,,,,,253-922-8444,253-922-8856
952,Semco,DEAD,DEAD,Pay On Pickup,253-383-3784,
962,Northwest Legends,DEAD,DEAD,Pay On Pickup,(253)862-7342,
,,,,,(253) 922-8550,
965,Gary Howe Construction,DEAD,DEAD,Pay On Pickup,253-857-5835,253-857-3595
,,,,,,
967,Advanced Impressions,DEAD,DEAD,Pay On Pickup,(503)239-7047,503-239-6007
,,,,,(503)239-7047,
969,Phi Kappa Tau Fraternity,DEAD,DEAD,Pay On Pickup,,
970,Summits Adventure Travel,DEAD,DEAD,Pay On Pickup,360-569-2142,
,,,,,360-569-2992,360-569-2982
974,American Legion,Corporate,,Pay On Pickup,907-399-7701,
,,,,,907-235-6789,
,,,,,,
975,P.L. Sportswear,DEAD,DEAD,Pay On Pickup,206-510-8895,(253)224-3507
976,Simpson Timber Co.,DEAD,DEAD,Pay On Pickup,360-427-4912,360-427-4900
981,The Heron,DEAD,DEAD,Pay On Pickup,360-221-3839,
982,Two Dragons Karate (No Longer Cust),DEAD,DEAD,Pay On Pickup,253-847-8686,360-893-1159
985,A.M.J. Pacific Co.,DEAD,DEAD,Pay On Pickup,(503)286-7997,
992,"R.L. Clearing & Excavating, Inc.",Construction ,Old customer,Net 10,253-735-1800,253-735-1900
,,,,,253-735-1800,
996,,Corporate,Null,Pay On Pickup,360-579-4502,360-579-4504
,,,,,,
997,"Lombino Martino, P.S.",DEAD,DEAD,Pay On Pickup,253-830-2700,253-830-2696
1001,Casey's Red Apple,DEAD,DEAD,Pay On Pickup,360-321-6211,
,,,,,360-321-6211,
1005,Van Cleve Ford,Corporate,Null,Net 10,(360)496-5999,360-496-5777
,,,,,(360)496-5999,360-496-5777
1006,DEAD,DEAD,DEAD,Pay On Pickup,,
1008,Tri-State Distributors,DEAD,DEAD,Pay On Pickup,(208)882-4555,208-882-8427
1009,Johnstone Supply,DEAD,DEAD,Pay On Pickup,(253)627-0125,(253)383-1038
,,,,,(253)627-0125,(253)383-1038
1010,King County Paramedics,DEAD,DEAD,Pay On Pickup,253-838-2643,
1013,Volvo of Tacoma,DEAD,DEAD,Pay On Pickup,(253)922-5505,922-5665
1017,IMCO General Construction,DEAD,DEAD,Pay On Pickup,360-671-3936,
1020,Universal Manufacturng,DEAD,DEAD,Pay On Pickup,(425)402-9628 ext 103,425-486-9039
,,,,,(425)402-9628 ext 103,425-486-9039
,,,,,425-483-0277,
1021,Enchanted Parks,Contract,Prior Customer,Net 10,253-661-8000,253-661-8065
,,,,,253-925-8022,
,,,,,(253)925-8022,
,,,,,253-661-8026,253-661-8026
,,,,,,
,,,,,,
,,,,,253-661-8000,
,,,,,253-678-5277,
1027,Rhine Equipment,DEAD,DEAD,Pay On Pickup,(253)536-6000,
,,,,,253-536-0600,253-537-2111
1028,Pacific NW Terminals Inc,DEAD,DEAD,Pay On Pickup,253-272-1187,253-627-0744
,,,,,253-272-1187,
1030,Make It Special Make It Washington,DEAD,DEAD,Pay On Pickup,(509)965-8901,(509)972-3660
,,,,,(509)965-8901,(509)972-3660
1039,Central Garden and Pet,Corporate,Prior Customer,Net 10,253-833-7771 X9293187,253-929-3180
,,,,,800-283-4738,562-404-6182
1042,S & J Trucking,DEAD,DEAD,Pay On Pickup,922-1673,253-922-1674
